"module";"topic";"question";"correct_answer";"options"
"💼 Stratégies d’investissement";"Value investing vs Growth investing";"Une action growth typique est :";"A";"{""A"": ""Apple"", ""B"": ""TotalEnergies"", ""C"": ""Société Générale"", ""D"": ""Bouygues""}"
"💼 Stratégies d’investissement";"Value investing vs Growth investing";"Une action value typique est :";"C";"{""A"": ""Amazon"", ""B"": ""Tesla"", ""C"": ""Orange"", ""D"": ""PepsiCo""}"
"💼 Stratégies d’investissement";"Value investing vs Growth investing";"Un investisseur value examine :";"C";"{""A"": ""La croissance future"", ""B"": ""Les tendances de marché"", ""C"": ""Les fondamentaux actuels"", ""D"": ""Les annonces de résultats""}"
"💼 Stratégies d’investissement";"Value investing vs Growth investing";"Le value investing cherche à :";"C";"{""A"": ""Acheter à prix élevé"", ""B"": ""Suivre le marché"", ""C"": ""Acheter à prix cassé"", ""D"": ""Investir dans les ETF""}"
"💼 Stratégies d’investissement";"Value investing vs Growth investing";"Le growth investing est basé sur :";"C";"{""A"": ""Des dividendes"", ""B"": ""Des actifs tangibles"", ""C"": ""Une forte croissance future"", ""D"": ""Des dettes élevées""}"
"💼 Stratégies d’investissement";"Value investing vs Growth investing";"Les actions value sont souvent :";"A";"{""A"": ""Sous-évaluées"", ""B"": ""Surévaluées"", ""C"": ""Volatiles"", ""D"": ""Privées""}"
"💼 Stratégies d’investissement";"Value investing vs Growth investing";"Le style growth convient à :";"B";"{""A"": ""Un horizon court terme"", ""B"": ""Un horizon long terme"", ""C"": ""Une stratégie défensive"", ""D"": ""Une faible volatilité""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Quel secteur est généralement considéré comme défensif ?";"B";"{""A"": ""Technologie"", ""B"": ""Santé"", ""C"": ""Luxe"", ""D"": ""Énergie""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Quel secteur est cyclique ?";"C";"{""A"": ""Pharmaceutique"", ""B"": ""Services aux collectivités"", ""C"": ""Automobile"", ""D"": ""Alimentation""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Pourquoi investir par secteur ?";"B";"{""A"": ""Pour spéculer uniquement"", ""B"": ""Pour diversifier son portefeuille"", ""C"": ""Pour éviter les obligations"", ""D"": ""Pour acheter des actions chères""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Quel secteur bénéficie souvent de taux d'intérêt bas ?";"C";"{""A"": ""Banques"", ""B"": ""Assurances"", ""C"": ""Technologie"", ""D"": ""Énergie""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Quel secteur souffre en cas de hausse de l’inflation ?";"C";"{""A"": ""Matières premières"", ""B"": ""Banques"", ""C"": ""Immobilier"", ""D"": ""Santé""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Le secteur de la consommation de base inclut :";"B";"{""A"": ""Apple et Amazon"", ""B"": ""Nestlé et Procter & Gamble"", ""C"": ""TotalEnergies et Exxon"", ""D"": ""Tesla et BMW""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Quel secteur est lié à la transition énergétique ?";"C";"{""A"": ""Technologie"", ""B"": ""Finance"", ""C"": ""Énergies renouvelables"", ""D"": ""Immobilier""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Un ETF sectoriel permet :";"B";"{""A"": ""D’investir dans toutes les actions"", ""B"": ""D’investir dans un secteur spécifique"", ""C"": ""D’acheter une obligation"", ""D"": ""D’éviter les marchés""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"En cas de crise, les investisseurs privilégient :";"C";"{""A"": ""Le secteur bancaire"", ""B"": ""Les valeurs technologiques"", ""C"": ""Les secteurs défensifs"", ""D"": ""Les cryptomonnaies""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Un secteur peut être surpondéré dans :";"D";"{""A"": ""Un portefeuille diversifié"", ""B"": ""Un ETF monde"", ""C"": ""Un PEA bancaire"", ""D"": ""Un indice sectoriel""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Quel secteur est souvent cyclique ?";"B";"{""A"": ""Télécommunications"", ""B"": ""Industrie"", ""C"": ""Éducation"", ""D"": ""Assurance""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Un secteur défensif est :";"A";"{""A"": ""Peu sensible au cycle économique"", ""B"": ""Très volatil"", ""C"": ""Lié à la mode"", ""D"": ""Réservé aux pros""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Quel secteur est typiquement inclus dans un portefeuille ISR ?";"C";"{""A"": ""Pétrole"", ""B"": ""Énergie fossile"", ""C"": ""Technologie propre"", ""D"": ""Tabac""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Les valeurs bancaires dépendent fortement :";"B";"{""A"": ""Du climat"", ""B"": ""Des taux d’intérêt"", ""C"": ""Du PEA"", ""D"": ""Des dividendes""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Les valeurs du luxe sont sensibles :";"A";"{""A"": ""À la croissance économique mondiale"", ""B"": ""Aux taux fixes"", ""C"": ""Aux matières premières"", ""D"": ""À la météo""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Le secteur technologique a connu une croissance forte grâce à :";"A";"{""A"": ""La pandémie"", ""B"": ""L’énergie fossile"", ""C"": ""Les taux hauts"", ""D"": ""Les crises politiques""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"La diversification sectorielle réduit :";"B";"{""A"": ""Les rendements"", ""B"": ""La volatilité"", ""C"": ""La fiscalité"", ""D"": ""La performance""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Investir dans l'immobilier coté se fait via :";"C";"{""A"": ""Des SCPI"", ""B"": ""Des ETF"", ""C"": ""Des SIIC/REIT"", ""D"": ""Des obligations""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"Un secteur peut être influencé par :";"D";"{""A"": ""La politique"", ""B"": ""Les tendances sociales"", ""C"": ""Les taux"", ""D"": ""Tout cela""}"
"💼 Stratégies d’investissement";"Investissement sectoriel";"L’analyse sectorielle aide à :";"B";"{""A"": ""Faire du trading haute fréquence"", ""B"": ""Choisir des secteurs porteurs"", ""C"": ""Éviter la bourse"", ""D"": ""Gagner à tous les coups""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"Qu’est-ce que la rotation sectorielle ?";"B";"{""A"": ""Changer de courtier"", ""B"": ""Passer d’un secteur à un autre selon le cycle économique"", ""C"": ""Acheter des ETF sectoriels uniquement"", ""D"": ""Vendre toutes ses actions""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"En phase de reprise économique, on privilégie :";"C";"{""A"": ""Les secteurs défensifs"", ""B"": ""Les services publics"", ""C"": ""Les secteurs cycliques"", ""D"": ""Les obligations""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"En période de récession, on privilégie :";"B";"{""A"": ""Le luxe"", ""B"": ""Les biens de consommation de base"", ""C"": ""La technologie"", ""D"": ""Les matières premières""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"Qu’est-ce que l’arbitrage sectoriel ?";"B";"{""A"": ""Investir dans toutes les actions"", ""B"": ""Profiter des écarts de valorisation entre secteurs"", ""C"": ""Acheter des obligations"", ""D"": ""Diversifier en crypto""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"Quel est le risque de la rotation sectorielle ?";"A";"{""A"": ""Moins de diversification"", ""B"": ""Trop de dividendes"", ""C"": ""Pas de volatilité"", ""D"": ""Moins de rendement""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"Les investisseurs pratiquent l’arbitrage sectoriel pour :";"B";"{""A"": ""Maximiser la fiscalité"", ""B"": ""Profiter des cycles économiques"", ""C"": ""Réduire les coûts de transaction"", ""D"": ""Sortir du marché""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"La rotation sectorielle est souvent liée à :";"D";"{""A"": ""L’analyse fondamentale"", ""B"": ""L’analyse technique"", ""C"": ""Les politiques monétaires"", ""D"": ""Les cycles économiques""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"En période d’expansion, les investisseurs vont vers :";"C";"{""A"": ""Les utilities"", ""B"": ""Les valeurs défensives"", ""C"": ""Les cycliques"", ""D"": ""Les dividendes""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"L’arbitrage sectoriel se base sur :";"B";"{""A"": ""Des critères ESG"", ""B"": ""Les valorisations relatives"", ""C"": ""Les dividendes"", ""D"": ""La liquidité seule""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"Un bon timing de rotation permet :";"B";"{""A"": ""D’éviter la fiscalité"", ""B"": ""De capter la performance sectorielle"", ""C"": ""D’acheter plus d’or"", ""D"": ""De sortir du PEA""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"Le secteur de la santé est typiquement :";"C";"{""A"": ""Cyclique"", ""B"": ""Spéculatif"", ""C"": ""Défensif"", ""D"": ""À éviter""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"L’énergie est souvent privilégiée en cas de :";"D";"{""A"": ""Crise géopolitique"", ""B"": ""Inflation"", ""C"": ""Hausse des taux"", ""D"": ""Tout cela""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"La tech chute souvent quand :";"A";"{""A"": ""Les taux montent"", ""B"": ""L’inflation baisse"", ""C"": ""L’or monte"", ""D"": ""Les banques montent""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"La rotation sectorielle s’observe via :";"A";"{""A"": ""Les performances comparées"", ""B"": ""Les taux"", ""C"": ""Les dividendes"", ""D"": ""Les bilans""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"L’arbitrage entre secteurs se fait souvent via :";"A";"{""A"": ""ETF sectoriels"", ""B"": ""Obligations"", ""C"": ""Commodities"", ""D"": ""Crowdfunding""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"Un portefeuille actif utilise :";"A";"{""A"": ""Rotation et arbitrage sectoriel"", ""B"": ""ETF monde uniquement"", ""C"": ""Cash à 100 %"", ""D"": ""SCPI""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"En fin de cycle, on revient souvent vers :";"B";"{""A"": ""Les cycliques"", ""B"": ""Les défensifs"", ""C"": ""La crypto"", ""D"": ""Le luxe""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"Le secteur financier bénéficie de :";"A";"{""A"": ""Hausse des taux"", ""B"": ""Chômage"", ""C"": ""Récession"", ""D"": ""Pétrole""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"La tech est un secteur :";"B";"{""A"": ""Défensif"", ""B"": ""Cyclic"", ""C"": ""Très régulé"", ""D"": ""Obligataire""}"
"💼 Stratégies d’investissement";"Arbitrage et rotation sectorielle";"La rotation sectorielle peut être :";"A";"{""A"": ""Active ou passive"", ""B"": ""Immobile"", ""C"": ""Interdite"", ""D"": ""Spéculative uniquement""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Que faire en cas de krach si l’on investit long terme ?";"B";"{""A"": ""Vendre immédiatement"", ""B"": ""Acheter plus à bon prix"", ""C"": ""Convertir tout en cash"", ""D"": ""Attendre les dividendes""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Une stratégie classique face à un krach est :";"B";"{""A"": ""Vendre en panique"", ""B"": ""Acheter plus via DCA"", ""C"": ""Changer de courtier"", ""D"": ""Investir dans des cryptos""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"L’une des premières règles pendant un krach est :";"D";"{""A"": ""Ne pas consulter ses comptes"", ""B"": ""Agir rapidement"", ""C"": ""Suivre la foule"", ""D"": ""Garder son sang-froid""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Que signifie 'panic selling' ?";"B";"{""A"": ""Investir dans des valeurs refuges"", ""B"": ""Vendre en urgence sans réflexion"", ""C"": ""Acheter en masse"", ""D"": ""Investir dans l’or""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"En période de forte chute, il est recommandé de :";"A";"{""A"": ""Diversifier davantage"", ""B"": ""Mettre tout sur une valeur sûre"", ""C"": ""Sortir totalement"", ""D"": ""Spéculer""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Le krach boursier de 2008 a été causé par :";"B";"{""A"": ""La pandémie"", ""B"": ""Les subprimes"", ""C"": ""La guerre en Irak"", ""D"": ""La crise énergétique""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Les obligations d'État sont :";"C";"{""A"": ""Très volatiles"", ""B"": ""Risquées en cas de crise"", ""C"": ""Moins sensibles aux krachs"", ""D"": ""Interdites en période de crise""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Que permet un fonds en euros pendant un krach ?";"B";"{""A"": ""Des rendements élevés"", ""B"": ""Une sécurité relative"", ""C"": ""Des pertes maîtrisées"", ""D"": ""Un effet de levier""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"En cas de panique sur les marchés, les actifs refuges sont :";"D";"{""A"": ""Les small caps"", ""B"": ""Les matières premières"", ""C"": ""L’immobilier papier"", ""D"": ""L’or et les obligations""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Une diversification géographique aide à :";"B";"{""A"": ""Augmenter le risque"", ""B"": ""Réduire les pertes potentielles"", ""C"": ""Suivre un seul marché"", ""D"": ""Simplifier la fiscalité""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Quel comportement est déconseillé pendant un krach ?";"C";"{""A"": ""Analyser les fondamentaux"", ""B"": ""Renforcer les positions"", ""C"": ""Suivre ses émotions"", ""D"": ""Revoir son allocation""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Un investisseur patient peut :";"B";"{""A"": ""Subir plus de pertes"", ""B"": ""Profiter des baisses pour investir"", ""C"": ""Vendre au mauvais moment"", ""D"": ""Spéculer à court terme""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Un 'bear market' est défini comme :";"C";"{""A"": ""Une chute de 5 %"", ""B"": ""Une chute de 10 %"", ""C"": ""Une baisse de 20 % ou plus"", ""D"": ""Un ralentissement sectoriel""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"L’assurance vie en unités de compte subit :";"B";"{""A"": ""Aucune variation"", ""B"": ""Une baisse potentielle"", ""C"": ""Un rendement garanti"", ""D"": ""Des pénalités""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Quel est l’effet du levier en cas de krach ?";"B";"{""A"": ""Protège le portefeuille"", ""B"": ""Amplifie les pertes"", ""C"": ""Réduit la volatilité"", ""D"": ""Amortit les pertes""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"L’or est souvent utilisé comme :";"B";"{""A"": ""Actif spéculatif"", ""B"": ""Actif défensif"", ""C"": ""Support de trading"", ""D"": ""Action technologique""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Réagir à un krach implique souvent de :";"B";"{""A"": ""Changer de banque"", ""B"": ""Revoir son horizon de placement"", ""C"": ""Éviter tout investissement"", ""D"": ""Miser tout sur les cryptos""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Le 'market timing' est :";"B";"{""A"": ""Facile à prédire"", ""B"": ""Souvent inefficace"", ""C"": ""Toujours rentable"", ""D"": ""Interdit par la loi""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"L’horizon long terme permet :";"B";"{""A"": ""De maximiser les pertes"", ""B"": ""De ne pas tenir compte des baisses temporaires"", ""C"": ""D’éviter la diversification"", ""D"": ""D’anticiper les crises""}"
"💼 Stratégies d’investissement";"Réagir face à un krach boursier";"Pendant un krach, la psychologie de l’investisseur doit :";"C";"{""A"": ""Réagir au bruit médiatique"", ""B"": ""Suivre les forums"", ""C"": ""Rester disciplinée"", ""D"": ""Spéculer davantage""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Un portefeuille équilibré contient :";"B";"{""A"": ""Uniquement des actions"", ""B"": ""Des actions et obligations"", ""C"": ""Seulement du cash"", ""D"": ""Que des ETF""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"L’objectif principal d’un portefeuille équilibré est :";"C";"{""A"": ""Maximiser le risque"", ""B"": ""Éviter la diversification"", ""C"": ""Optimiser le couple rendement/risque"", ""D"": ""Générer du cash immédiat""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Quel indicateur mesure la diversification ?";"C";"{""A"": ""Le PER"", ""B"": ""La beta"", ""C"": ""La corrélation"", ""D"": ""Le RSI""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Un portefeuille équilibré combine :";"B";"{""A"": ""Volatilité et spéculation"", ""B"": ""Actifs risqués et sécurisés"", ""C"": ""Technologie uniquement"", ""D"": ""Dividendes uniquement""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Un exemple d’allocation équilibrée est :";"B";"{""A"": ""100 % actions"", ""B"": ""50 % actions / 50 % obligations"", ""C"": ""100 % cryptos"", ""D"": ""100 % SCPI""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Quel produit apporte une sécurité au portefeuille ?";"C";"{""A"": ""Les actions"", ""B"": ""Les cryptos"", ""C"": ""Les obligations d'État"", ""D"": ""Les ETF sectoriels""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Quel est l’avantage des ETF dans un portefeuille ?";"C";"{""A"": ""Spéculation"", ""B"": ""Concentration"", ""C"": ""Diversification"", ""D"": ""Rendement garanti""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Quelle part allouer au cash dans un portefeuille équilibré ?";"B";"{""A"": ""0"", ""B"": ""5-15 %"", ""C"": ""0,5"", ""D"": ""0,75""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"L’ajout d’actifs internationaux permet :";"B";"{""A"": ""Une fiscalité avantageuse"", ""B"": ""Une diversification géographique"", ""C"": ""Moins de risque de change"", ""D"": ""Plus de levier""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Quel profil est adapté à un portefeuille équilibré ?";"C";"{""A"": ""Conservateur"", ""B"": ""Spéculateur"", ""C"": ""Modéré"", ""D"": ""Trader haute fréquence""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Les obligations servent à :";"B";"{""A"": ""Booster la croissance"", ""B"": ""Réduire la volatilité"", ""C"": ""Maximiser le risque"", ""D"": ""Éviter les pertes""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Un portefeuille équilibré évolue selon :";"A";"{""A"": ""Le cycle économique"", ""B"": ""Les actualités politiques"", ""C"": ""Les crypto tendances"", ""D"": ""Le CAC 40 uniquement""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Quelle stratégie d’investissement est adaptée ?";"C";"{""A"": ""Tout ou rien"", ""B"": ""Pleine exposition permanente"", ""C"": ""Rééquilibrage périodique"", ""D"": ""Market timing""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Un portefeuille équilibré sur 20 ans peut viser :";"A";"{""A"": ""Une croissance régulière"", ""B"": ""Une spéculation élevée"", ""C"": ""Des pertes certaines"", ""D"": ""Une absence de rendement""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Une bonne diversification implique :";"C";"{""A"": ""Une concentration sur 3 titres"", ""B"": ""Un seul secteur"", ""C"": ""Plusieurs classes d’actifs"", ""D"": ""Uniquement des actions américaines""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Quel actif apporte souvent stabilité ?";"B";"{""A"": ""Cryptomonnaies"", ""B"": ""Obligations"", ""C"": ""Small caps"", ""D"": ""Start-ups""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Rééquilibrer un portefeuille consiste à :";"C";"{""A"": ""Changer tout"", ""B"": ""Racheter les pires actifs"", ""C"": ""Ajuster selon l’allocation cible"", ""D"": ""Vendre au hasard""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Quel outil permet une bonne répartition automatique ?";"B";"{""A"": ""Un PEA"", ""B"": ""Un Robo-advisor"", ""C"": ""Un Plan Épargne Logement"", ""D"": ""Un contrat de prêt""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Pourquoi investir dans plusieurs zones géographiques ?";"B";"{""A"": ""Augmenter la fiscalité"", ""B"": ""Limiter les risques spécifiques à un pays"", ""C"": ""Doubler le rendement"", ""D"": ""Suivre la mode""}"
"💼 Stratégies d’investissement";"Construire un portefeuille équilibré";"Le profil de risque est important car :";"B";"{""A"": ""Il détermine la banque"", ""B"": ""Il définit l’allocation adaptée"", ""C"": ""Il est obligatoire par la loi"", ""D"": ""Il bloque le portefeuille""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Le rééquilibrage d’un portefeuille vise à :";"B";"{""A"": ""Maximiser le risque"", ""B"": ""Revenir à l’allocation cible"", ""C"": ""Changer de stratégie"", ""D"": ""Augmenter les frais""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Quand faut-il rééquilibrer un portefeuille ?";"B";"{""A"": ""Tous les jours"", ""B"": ""En cas de fort écart par rapport à l’allocation cible"", ""C"": ""Uniquement en janvier"", ""D"": ""Avant une crise""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Rééquilibrer signifie :";"A";"{""A"": ""Revendre les gagnants pour racheter les perdants"", ""B"": ""Garder tous les actifs inchangés"", ""C"": ""Investir dans un seul secteur"", ""D"": ""Changer de devise""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Un des avantages du rééquilibrage :";"A";"{""A"": ""Évite de prendre trop de risques"", ""B"": ""Augmente la volatilité"", ""C"": ""Supprime les obligations"", ""D"": ""Permet l’effet de levier""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Rééquilibrer permet :";"A";"{""A"": ""Une meilleure répartition du risque"", ""B"": ""Moins de diversification"", ""C"": ""Plus de frais"", ""D"": ""Une fiscalité allégée""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Le rééquilibrage automatique est proposé par :";"B";"{""A"": ""Les banques classiques"", ""B"": ""Les robo-advisors"", ""C"": ""Les notaires"", ""D"": ""Les assurances""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Une forte hausse des actions entraîne :";"A";"{""A"": ""Une surpondération de cette classe"", ""B"": ""Une diversification accrue"", ""C"": ""Une baisse des obligations"", ""D"": ""Une hausse du cash""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Une stratégie de rééquilibrage est efficace :";"C";"{""A"": ""Pour le court terme"", ""B"": ""Pour la spéculation"", ""C"": ""Sur le long terme"", ""D"": ""En période de crise uniquement""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Le rééquilibrage peut être :";"A";"{""A"": ""Temporaire ou stratégique"", ""B"": ""Illégal"", ""C"": ""Inutile"", ""D"": ""Obligatoire""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Une baisse d’une classe d’actifs peut nécessiter :";"B";"{""A"": ""Son exclusion"", ""B"": ""Un renforcement via le rééquilibrage"", ""C"": ""Sa surpondération"", ""D"": ""Sa fusion avec d'autres actifs""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Un portefeuille 60/40 signifie :";"C";"{""A"": ""60 % de frais"", ""B"": ""60 % obligations / 40 % actions"", ""C"": ""60 % actions / 40 % obligations"", ""D"": ""60 % cash""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Le rééquilibrage peut générer :";"A";"{""A"": ""Des opportunités de marché"", ""B"": ""Des pertes garanties"", ""C"": ""Un rendement fixe"", ""D"": ""Des dividendes""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Quelle fréquence est typique ?";"C";"{""A"": ""Tous les jours"", ""B"": ""Une fois tous les 5 ans"", ""C"": ""Trimestrielle ou annuelle"", ""D"": ""Uniquement à la retraite""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Les frais de transaction liés au rééquilibrage :";"B";"{""A"": ""Sont inexistants"", ""B"": ""Doivent être pris en compte"", ""C"": ""Sont offerts"", ""D"": ""Sont imposables""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Une allocation fixe suppose :";"A";"{""A"": ""Un ajustement après chaque variation"", ""B"": ""Zéro mouvement"", ""C"": ""Des frais fixes"", ""D"": ""Une performance garantie""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Quel est le risque sans rééquilibrage ?";"A";"{""A"": ""Une allocation déséquilibrée"", ""B"": ""Une baisse de dividendes"", ""C"": ""Une stabilité excessive"", ""D"": ""Une augmentation des liquidités""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Les ETF facilitent :";"A";"{""A"": ""Les rééquilibrages rapides"", ""B"": ""La spéculation uniquement"", ""C"": ""Le trading quotidien"", ""D"": ""L’absence de diversification""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Un portefeuille piloté est :";"A";"{""A"": ""Rééquilibré automatiquement"", ""B"": ""Géré sans contrôle"", ""C"": ""Investi dans un seul pays"", ""D"": ""Fermé au public""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"L’allocation cible dépend de :";"B";"{""A"": ""La fiscalité"", ""B"": ""L’âge et du profil de risque"", ""C"": ""La monnaie locale"", ""D"": ""La performance passée""}"
"💼 Stratégies d’investissement";"Rééquilibrage de portefeuille";"Une vente pour rééquilibrage peut entraîner :";"A";"{""A"": ""Une réduction des risques"", ""B"": ""Un gain automatique"", ""C"": ""Une clôture du compte"", ""D"": ""Un effet fiscal neutre""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"L’inflation signifie :";"B";"{""A"": ""Baisse généralisée des prix"", ""B"": ""Hausse généralisée des prix"", ""C"": ""Stabilité économique"", ""D"": ""Déflation monétaire""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"L’actif historiquement protecteur contre l’inflation :";"A";"{""A"": ""L’or"", ""B"": ""Les obligations d’État"", ""C"": ""Les cryptos"", ""D"": ""Les small caps""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Les entreprises avec pouvoir de fixation des prix :";"B";"{""A"": ""Souffrent de l’inflation"", ""B"": ""Transfèrent l'inflation aux clients"", ""C"": ""Ne vendent plus"", ""D"": ""Délèguent""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"L’immobilier en période d’inflation :";"B";"{""A"": ""Perd de la valeur"", ""B"": ""Est généralement recherché"", ""C"": ""Devient risqué"", ""D"": ""Est interdit""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Les obligations à taux fixe en inflation :";"B";"{""A"": ""Protègent bien"", ""B"": ""Perdent de leur attrait"", ""C"": ""Restent stables"", ""D"": ""Voient leur taux monter""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Le taux directeur est :";"B";"{""A"": ""Fixé par le marché"", ""B"": ""Déterminé par la banque centrale"", ""C"": ""Inconnu"", ""D"": ""Fixé par les banques commerciales""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Les matières premières :";"A";"{""A"": ""Bénéficient souvent de l’inflation"", ""B"": ""N’ont aucun lien"", ""C"": ""Perdent toute valeur"", ""D"": ""Deviennent illégales""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"En récession, les actions cycliques :";"B";"{""A"": ""Montent fortement"", ""B"": ""Sont généralement pénalisées"", ""C"": ""Sont protégées"", ""D"": ""Distribuent plus""}"
